	Po-054	Po-058	Po-094	Po-106	Po-110	Po-116	Po-118	Po-124	Po-134	Po-136	Po-144	Po-156	Po-176	Po-182	Po-186	Po-190	Po-194	Po-214	Po-218	Po-222	Po-228	Po-230	Po-232	Po-234	
Durusdinium45401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Durusdinium45402	0	2	0	0	0	0	0	0	7	0	5	4	3	3	1	0	0	7	0	0	0	6	1	8	
Durusdinium45405	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	
Durusdinium45410	0	0	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	1	
Durusdinium45415	0	3	2	6	0	0	0	0	21	2	3	16	4	22	0	0	0	4	0	0	1	3	0	10	
Durusdinium45416	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45417	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	2	0	0	0	2	0	0	
Durusdinium45419	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium45423	0	0	1	1	0	0	0	0	6	0	5	7	4	6	9	0	0	11	1	0	0	3	0	14	
Durusdinium45430	0	2	3	6	0	0	0	0	8	5	1	4	2	3	0	0	0	2	16	0	0	2	0	1	
Durusdinium45434	0	0	1	5	0	0	0	0	1	0	7	13	4	5	3	0	0	3	0	0	0	8	0	6	
Durusdinium4544	0	1	0	0	0	0	0	0	2	0	4	10	1	2	11	0	0	2	0	0	2	2	0	5	
Durusdinium45440	0	1	1	2	0	1	0	0	5	0	0	2	8	0	7	0	0	4	0	0	0	3	0	10	
Durusdinium45449	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45452	0	2	1	3	0	0	0	0	1	1	6	12	10	4	0	0	0	4	4	0	0	2	0	6	
Durusdinium45458	0	0	0	0	0	0	0	0	4	0	2	2	2	6	0	0	0	6	0	0	0	0	0	2	
Durusdinium4546	6	4	10	8	0	0	0	0	32	0	8	26	13	27	8	0	0	26	6	0	0	15	0	32	
Durusdinium45460	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
Durusdinium45465	8	5	18	6	0	0	0	0	21	0	22	31	24	28	18	0	0	31	0	0	24	29	25	34	
Durusdinium45467	0	0	0	0	0	0	0	0	2	0	1	1	3	2	0	0	0	4	0	0	0	0	0	2	
Durusdinium45483	0	0	0	0	0	0	0	0	1	0	0	2	1	1	3	0	0	0	0	0	0	0	0	1	
Durusdinium45485	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium45486	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	
Durusdinium45489	0	0	1	2	0	0	0	0	1	3	2	19	3	8	1	0	0	4	0	0	4	3	0	13	
Durusdinium45494	0	0	0	0	0	0	0	0	3	0	5	2	1	0	3	0	0	4	0	0	0	0	0	1	
Durusdinium45499	0	0	0	1	0	0	0	0	1	1	1	0	5	3	1	0	0	1	0	0	0	1	2	1	
Durusdinium4550	2	1	6	0	0	0	0	0	10	0	10	15	10	7	4	0	0	17	0	0	3	7	0	11	
Durusdinium45509	4	4	14	23	0	0	0	0	18	1	19	37	29	23	22	0	0	30	0	0	7	21	0	24	
Durusdinium4551	1	4	16	21	0	0	0	0	11	12	8	11	16	18	19	0	0	13	15	0	13	6	2	2	
Durusdinium45524	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	
Durusdinium45527	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45528	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium45529	0	3	0	0	0	0	0	0	0	0	2	2	2	3	1	0	0	0	0	0	0	0	0	5	
Durusdinium45532	0	1	2	3	0	0	0	0	10	2	1	6	12	7	10	0	0	6	4	0	1	9	3	12	
Durusdinium45535	0	0	0	0	0	0	0	0	2	0	2	1	3	0	2	0	0	3	0	0	0	1	0	2	
Durusdinium4554	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45547	6	3	3	4	0	0	0	0	7	1	8	16	13	17	23	0	0	25	1	0	4	8	1	30	
Durusdinium45558	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	
Durusdinium45566	0	1	1	11	0	0	0	0	5	0	2	12	6	5	3	0	0	7	0	0	0	2	0	3	
Durusdinium45568	2	1	0	0	0	0	0	0	3	0	3	6	5	3	7	0	0	10	0	0	11	4	0	5	
Durusdinium45569	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium4558	0	3	1	2	0	0	0	0	10	0	9	18	3	8	3	0	0	8	0	0	18	13	0	25	
Durusdinium45582	0	0	0	1	0	0	0	0	2	0	3	3	1	4	0	0	0	3	1	0	0	2	0	8	
Durusdinium45588	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Durusdinium4559	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	
Durusdinium45590	0	1	0	1	0	0	0	0	4	0	3	2	1	3	2	0	0	5	0	0	0	2	0	6	
Durusdinium456	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium45610	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	
Durusdinium4562	0	0	0	0	0	0	0	0	4	0	0	3	1	5	0	0	0	2	0	0	0	2	0	1	
Durusdinium45620	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium45627	0	5	0	0	0	0	0	0	10	0	6	6	7	8	0	0	0	11	0	0	2	6	0	27	
Durusdinium45629	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45634	0	0	0	0	0	0	0	0	0	0	1	3	7	7	1	0	0	0	0	0	0	0	0	4	
Durusdinium45641	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45644	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	0	4	0	0	0	2	0	1	
Durusdinium45647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium4565	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	1	0	0	3	0	1	
Durusdinium45652	0	1	0	0	0	0	0	0	2	0	1	1	3	0	4	0	0	2	0	0	2	0	0	0	
Durusdinium45653	0	1	0	1	0	0	0	0	6	0	3	6	6	10	5	0	0	9	0	0	0	8	0	4	
Durusdinium45654	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	
Durusdinium45658	0	0	0	1	0	0	0	0	11	0	0	8	3	5	2	0	0	8	0	0	0	3	0	5	
Durusdinium4566	0	0	2	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	2	1	0	0	
Durusdinium45665	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45666	0	1	0	0	0	0	0	0	10	0	6	9	7	6	9	0	0	11	0	0	23	17	0	26	
Durusdinium45668	0	0	0	1	0	0	0	0	4	0	0	1	0	1	1	0	0	1	0	0	1	2	0	1	
Durusdinium45669	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45671	0	0	0	0	0	0	0	0	1	0	1	2	1	0	4	0	0	2	0	0	0	4	0	6	
Durusdinium45672	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	0	0	0	1	0	1	
Durusdinium45685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium45689	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	1	0	0	0	0	0	2	
Durusdinium45691	1	0	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium45696	0	1	2	0	0	0	0	0	3	0	6	12	13	7	7	0	0	7	0	0	0	8	6	6	
Durusdinium45697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
Durusdinium45716	0	0	0	0	0	0	0	0	2	0	2	4	10	5	4	0	0	9	0	0	0	12	0	13	
Durusdinium4572	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Durusdinium4573	4	2	3	0	0	0	0	0	14	0	5	14	7	14	14	0	0	8	0	0	1	12	3	12	
Durusdinium45734	0	0	6	4	0	0	0	0	0	0	1	1	2	5	5	0	0	1	0	0	5	4	0	3	
Durusdinium45736	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	4	
Durusdinium45738	5	1	4	6	0	0	0	0	10	0	11	12	4	9	6	0	0	8	5	0	13	15	8	16	
Durusdinium45741	3	1	21	2	0	0	0	0	25	0	21	36	24	34	18	0	0	39	4	0	2	20	18	52	
Durusdinium45747	0	1	0	1	0	0	0	0	4	0	1	3	1	11	5	0	0	2	0	0	0	4	0	2	
Durusdinium4575	0	0	0	0	0	0	0	0	2	0	0	2	0	1	1	0	0	3	0	0	0	0	0	1	
Durusdinium45756	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	
Durusdinium45757	0	0	0	7	0	0	0	0	0	0	4	3	2	0	3	0	0	1	0	0	3	1	0	3	
Durusdinium4576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	
Durusdinium45761	0	0	0	7	0	0	0	0	0	0	2	7	4	8	0	0	0	2	0	0	0	1	0	4	
Durusdinium4577	0	2	0	0	0	0	0	0	7	0	2	11	0	5	0	0	0	8	0	0	0	2	0	11	
Durusdinium45795	4	9	5	5	0	0	0	0	8	1	9	17	11	10	16	0	0	18	13	0	10	7	8	20	
Durusdinium45811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium45812	0	3	4	3	0	0	0	0	4	0	7	3	5	3	4	0	0	10	5	0	0	5	0	2	
Durusdinium45821	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium45834	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	3	0	0	0	2	0	2	
Durusdinium45835	0	0	0	1	0	0	0	0	7	0	0	2	4	2	2	0	0	3	3	0	0	0	0	7	
Durusdinium45837	0	7	4	4	0	0	0	0	17	0	4	17	5	18	16	0	0	16	4	0	3	15	3	22	
Durusdinium4584	0	5	2	10	0	0	0	0	9	8	6	12	10	4	9	0	0	18	2	0	6	2	0	7	
Durusdinium45840	2	10	11	7	0	0	0	0	36	4	20	32	36	34	34	0	0	35	4	0	32	32	0	59	
Durusdinium45844	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0	0	
Durusdinium45847	1	5	9	11	0	0	0	0	21	0	16	28	24	30	19	0	0	50	0	0	1	30	0	42	
Durusdinium45848	0	4	5	8	0	0	0	0	3	0	5	12	13	12	12	0	0	17	0	0	0	4	0	14	
Durusdinium4585	0	0	0	0	0	0	0	0	0	0	1	2	3	3	3	0	0	3	0	0	0	1	0	1	
Durusdinium45851	0	0	2	7	0	0	0	0	8	1	5	8	24	15	8	0	0	15	2	0	12	6	3	22	
Durusdinium45853	3	6	8	18	0	0	0	0	23	7	6	19	22	24	13	0	0	22	0	0	0	20	5	23	
Durusdinium45854	0	0	0	1	0	0	0	0	4	0	0	4	2	1	0	0	0	5	0	0	0	3	0	3	
Durusdinium45856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Durusdinium45859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium45863	2	7	8	13	0	0	0	0	8	1	9	13	7	24	13	0	0	26	6	0	7	8	6	22	
Durusdinium45866	0	1	2	1	0	0	0	0	17	2	13	21	14	11	9	0	0	12	1	0	2	19	6	12	
Durusdinium45869	0	0	0	0	0	0	0	0	8	0	4	0	1	3	2	0	0	2	0	0	0	2	0	2	
Durusdinium4587	0	0	0	3	0	0	0	0	2	2	5	3	5	7	2	0	0	4	0	0	0	1	10	13	
Durusdinium45870	0	1	0	0	0	0	0	0	12	0	11	15	9	11	2	0	0	9	0	0	1	11	0	20	
Durusdinium45873	0	0	0	6	0	0	0	0	16	0	2	7	2	6	6	0	0	7	0	0	1	0	2	3	
Durusdinium45874	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45875	1	2	4	7	0	0	0	0	27	0	11	23	10	10	11	0	0	17	8	0	0	4	0	16	
Durusdinium45884	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	1	9	0	
Durusdinium45885	0	1	0	0	0	0	0	0	3	0	2	14	10	5	15	0	0	9	0	0	0	5	0	12	
Durusdinium45889	2	3	1	0	0	0	0	0	4	0	8	15	11	12	31	0	0	11	2	0	9	12	3	21	
Durusdinium4589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium45890	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45891	0	5	2	0	0	0	0	0	5	0	6	16	10	11	9	0	0	12	7	0	0	2	0	15	
Durusdinium45892	0	0	0	0	0	0	0	0	3	0	0	3	3	3	2	0	0	5	0	0	0	6	0	7	
Durusdinium45893	5	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	1	0	0	0	0	0	1	
Durusdinium45894	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	
Durusdinium45896	0	0	0	0	0	0	0	0	1	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	
Durusdinium45897	0	3	0	3	0	0	0	0	7	0	4	6	8	3	10	0	0	11	0	0	23	4	9	11	
Durusdinium4590	8	0	10	8	0	0	0	0	27	9	13	22	18	20	22	0	0	30	4	0	17	15	3	16	
Durusdinium45900	0	1	0	4	0	0	0	0	5	0	3	7	8	7	9	0	0	10	2	0	0	8	0	9	
Durusdinium45902	0	9	6	16	0	0	0	0	36	4	22	53	27	33	39	0	0	41	19	0	8	32	7	47	
Durusdinium45903	0	9	2	0	0	0	0	0	12	1	6	18	9	7	14	0	1	18	1	0	15	2	0	22	
Durusdinium45904	1	4	3	9	0	0	0	0	27	0	19	45	32	33	42	0	0	52	9	0	7	21	2	46	
Durusdinium45905	5	0	2	0	0	0	0	0	4	0	3	7	7	11	13	0	0	10	4	0	4	7	1	15	
Durusdinium45906	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	4	3	0	12	0	0	3	
Durusdinium45907	0	0	4	6	0	0	0	0	14	3	9	22	14	20	16	0	0	11	0	0	0	15	0	24	
Durusdinium45909	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	
Durusdinium4591	0	0	2	0	0	0	0	0	0	5	0	5	2	3	0	0	0	2	0	0	0	0	0	3	
Durusdinium45911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Durusdinium45913	1	0	2	1	0	0	0	0	2	0	0	1	1	7	0	0	0	2	0	0	0	2	0	2	
Durusdinium45914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium45915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
Durusdinium45922	3	10	28	13	0	0	0	0	25	8	12	37	30	40	53	0	1	36	7	0	7	31	7	58	
Durusdinium45925	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45926	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	
Durusdinium45928	0	0	0	19	0	0	0	0	0	0	5	12	3	4	2	0	0	1	0	0	0	0	0	10	
Durusdinium45929	14	74	126	66	0	0	0	0	196	61	88	171	130	175	139	0	9	231	88	0	102	148	101	225	
Durusdinium45932	0	0	0	1	0	0	0	0	0	0	0	4	0	1	2	0	0	2	0	0	0	3	0	2	
Durusdinium45933	17	27	67	53	0	0	0	0	95	41	40	85	38	71	68	0	0	82	79	0	44	68	38	97	
Durusdinium45934	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	
Durusdinium45935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Durusdinium45937	0	7	13	11	0	0	0	0	28	10	14	33	22	26	27	0	0	31	0	0	10	22	7	36	
Durusdinium45940	0	10	8	9	0	0	0	0	38	6	32	48	25	52	35	0	0	51	0	0	6	19	1	55	
Durusdinium45941	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45944	0	3	1	0	0	0	0	0	5	0	3	9	9	12	3	0	0	11	2	0	0	1	0	6	
Durusdinium45945	0	5	2	2	0	0	0	0	14	0	10	12	10	16	6	0	0	11	0	0	0	10	0	18	
Durusdinium45946	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45949	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	
Durusdinium45955	0	0	3	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	
Durusdinium45956	1	2	17	3	0	0	0	0	17	0	12	22	17	15	10	0	0	23	1	0	5	11	5	27	
Durusdinium45958	0	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45959	12	18	32	55	0	0	0	0	47	8	28	51	42	64	48	0	1	53	12	0	6	47	19	75	
Durusdinium4596	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45963	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	
Durusdinium45964	0	0	0	2	0	0	0	0	0	0	1	2	0	0	2	0	0	1	0	0	1	0	0	0	
Durusdinium45965	1	4	13	8	0	0	0	0	17	1	6	21	4	23	14	0	3	9	3	0	3	3	3	16	
Durusdinium45966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium45967	3	2	2	2	0	0	0	0	3	0	8	9	3	12	11	0	0	10	0	0	1	5	0	4	
Durusdinium45968	1	4	3	5	0	0	0	0	10	1	15	26	15	16	9	0	0	22	3	0	2	10	10	31	
Durusdinium45971	12	0	4	0	0	0	0	0	3	5	3	7	7	5	3	0	0	4	0	0	0	2	0	1	
Durusdinium45973	0	5	9	11	0	0	0	0	18	0	3	14	11	3	16	0	0	15	7	0	0	6	0	25	
Durusdinium45974	0	1	7	1	0	0	0	0	5	0	1	17	6	3	9	0	0	8	0	0	0	1	0	6	
Durusdinium45977	3	0	0	2	0	0	0	0	7	0	2	9	8	9	4	0	0	9	0	0	0	4	2	9	
Durusdinium45978	5	2	4	0	0	0	0	0	15	0	13	27	13	16	25	0	1	22	0	0	1	13	9	21	
Durusdinium4598	2	9	22	4	0	0	0	0	46	1	13	41	27	32	36	0	0	38	3	0	5	18	8	36	
Durusdinium45980	1	3	0	8	0	0	0	0	7	0	7	20	10	18	5	0	0	19	0	0	0	7	0	11	
Durusdinium45981	0	0	1	0	0	0	0	0	3	0	2	7	2	5	2	0	0	5	0	0	0	3	0	1	
Durusdinium45982	0	3	2	2	0	0	0	0	8	5	7	14	7	11	8	0	0	12	0	0	1	17	2	15	
Durusdinium45983	13	10	31	19	0	0	0	0	78	1	34	72	46	57	53	0	0	58	12	0	21	46	1	117	
Durusdinium45987	0	9	22	14	0	0	0	0	45	6	38	53	39	56	58	0	0	72	7	0	9	37	0	60	
Durusdinium45988	14	4	3	10	0	0	0	0	10	7	9	16	8	13	20	0	0	17	0	0	6	7	4	16	
Durusdinium45990	0	0	1	0	0	0	0	0	1	0	2	4	2	2	8	0	0	3	0	0	0	3	0	2	
Durusdinium45995	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45996	9	9	22	21	0	0	0	0	38	1	21	55	31	66	44	0	0	46	7	0	17	36	10	73	
Durusdinium45999	0	0	4	2	0	0	0	0	14	0	6	9	7	4	15	0	0	11	3	0	7	9	0	10	
Durusdinium46	2	1	3	0	0	0	0	0	18	3	4	12	12	10	11	0	0	18	0	0	4	4	4	11	
Durusdinium4600	0	0	0	0	0	0	0	0	2	0	0	7	7	8	7	0	0	3	0	0	0	2	0	5	
Durusdinium46000	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	
Durusdinium46002	0	1	1	0	0	0	0	0	5	0	1	7	5	6	4	0	0	7	0	0	0	2	0	6	
Durusdinium46004	0	3	0	0	0	0	0	0	25	0	8	13	9	17	26	0	0	10	0	0	2	18	2	15	
Durusdinium46005	0	0	2	0	0	0	0	0	5	0	3	0	2	8	6	0	0	1	0	0	0	0	0	3	
Durusdinium46006	0	0	1	3	0	0	0	0	2	0	5	1	2	2	7	0	0	6	0	0	0	1	0	5	
Durusdinium46010	2	0	1	0	0	0	0	0	1	0	5	11	5	9	9	0	0	11	0	0	11	5	0	4	
Durusdinium46016	0	0	0	0	0	0	0	0	2	0	4	12	4	5	5	0	0	4	0	0	0	2	0	7	
Durusdinium4602	0	0	0	8	0	0	0	0	0	0	0	6	7	3	4	0	0	9	0	0	0	3	0	11	
Durusdinium46021	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	7	0	0	0	
Durusdinium46022	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
Durusdinium46023	0	5	4	10	0	0	0	0	1	0	4	14	3	10	13	0	0	9	7	0	7	1	6	7	
Durusdinium46025	0	0	0	0	0	0	0	0	0	0	4	7	2	2	3	0	0	8	0	0	0	5	0	6	
Durusdinium46026	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium46027	0	3	4	0	0	0	0	0	1	0	2	13	4	2	4	0	0	7	12	0	3	4	0	10	
Durusdinium46028	0	0	0	1	0	0	0	0	0	0	2	7	6	2	2	0	0	2	0	0	0	0	0	6	
Durusdinium46029	0	0	3	0	0	0	0	0	9	0	2	13	9	11	6	0	0	15	0	0	0	3	6	6	
Durusdinium46035	0	0	1	3	0	0	0	0	3	0	6	6	7	2	8	0	0	3	0	0	0	5	0	3	
Durusdinium46038	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	3	0	0	0	0	3	0	4	
Durusdinium46039	0	0	5	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium46040	0	4	4	1	0	0	0	0	6	0	9	8	7	9	2	0	0	7	6	0	10	10	0	11	
Durusdinium46047	0	1	1	2	0	0	0	0	4	0	2	3	0	0	0	0	0	3	0	0	0	5	0	7	
Durusdinium46049	0	1	2	3	0	0	0	0	0	0	0	5	4	3	0	0	0	3	1	0	0	0	0	7	
Durusdinium46051	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Durusdinium46054	3	3	11	5	0	0	0	0	3	0	2	2	4	1	3	0	0	3	0	0	0	3	0	0	
Durusdinium46055	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium46056	1	0	1	14	0	0	0	0	14	0	15	15	13	17	8	0	0	20	4	0	20	11	0	23	
Durusdinium46058	0	0	3	0	0	0	0	0	2	0	5	2	3	8	5	0	0	7	0	0	2	6	0	5	
Durusdinium4606	0	0	0	0	0	0	0	0	8	0	8	9	10	10	4	0	0	7	0	0	0	7	1	7	
Durusdinium46061	0	0	9	0	0	0	0	0	5	0	3	3	1	3	3	0	0	3	0	0	0	0	0	0	
Durusdinium46066	0	0	0	4	0	0	0	0	1	0	1	5	1	4	1	0	0	5	0	0	0	2	0	3	
Durusdinium46067	3	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	2	
Durusdinium46069	0	0	0	0	0	0	0	0	1	0	7	1	4	3	2	0	0	2	0	0	0	3	0	5	
Durusdinium4607	0	0	2	1	0	0	0	0	0	0	0	1	1	0	3	0	0	3	0	0	0	0	0	0	
Durusdinium46072	5	0	0	0	0	0	0	0	9	0	1	7	3	9	3	0	0	9	0	0	2	1	0	6	
Durusdinium46074	1	0	0	7	0	0	0	0	7	0	5	12	3	11	19	0	0	11	2	0	1	13	0	13	
Durusdinium46079	4	3	6	6	0	0	0	0	9	0	3	9	9	15	17	0	0	14	17	0	12	8	4	21	
Durusdinium46080	1	11	4	1	0	0	0	0	31	0	24	66	45	37	69	0	0	60	1	0	12	25	14	79	
Durusdinium46081	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium46082	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	5	0	0	0	1	0	4	
Durusdinium46083	0	0	1	1	0	0	0	0	10	0	4	3	4	2	4	0	0	4	0	0	0	1	0	3	
Durusdinium46085	0	0	3	7	0	0	0	0	8	0	3	9	7	6	10	0	0	1	0	0	4	2	0	8	
Durusdinium46086	0	0	0	1	0	0	0	0	5	8	2	6	2	0	2	0	0	5	0	0	0	0	0	6	
Durusdinium46088	0	1	5	12	0	0	0	0	1	0	3	24	8	10	13	0	0	9	1	0	0	8	0	29	
Durusdinium46089	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium46090	2	0	1	2	0	0	0	0	7	0	0	1	2	2	2	0	0	2	0	0	0	2	0	2	
Durusdinium46093	0	1	0	0	0	0	0	0	4	1	4	8	4	8	8	0	0	7	0	0	0	1	0	11	
Durusdinium46094	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	3	0	3	
Durusdinium46095	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	
Durusdinium46096	0	0	8	1	0	0	0	0	6	1	9	14	8	10	20	0	0	9	0	0	5	18	1	26	
Durusdinium46097	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium46100	0	0	0	0	0	0	0	0	0	0	1	0	2	1	5	0	0	2	0	0	3	3	0	2	
Durusdinium46101	0	0	6	2	0	0	0	0	10	1	8	12	1	6	11	0	0	16	4	0	0	8	0	13	
Durusdinium46104	0	0	0	0	0	0	0	0	1	0	3	2	0	0	3	0	0	1	0	0	0	0	0	2	
Durusdinium46109	1	6	4	18	0	0	0	0	36	0	17	42	23	28	32	0	0	29	0	0	11	20	11	48	
Durusdinium4611	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	
